"","batter","PA_2021","PA_2022","PA_2023","Total_PA"
"1058","cb0945d75bacbce335c5bad0d0e838f5d9836752",380,251,516,1147
"1059","cb1e547b7c66c37dbe3e9495bfd0eec9cae1ad9b",312,593,582,1487
"1060","cb2fef9c6b10531d42f8c1c4505dec1f02bac32d",5,NA,NA,5
"1061","cb37a3bcecc0511ad59fb5fa64037cd20c3d68aa",3,NA,NA,3
"1062","cb619f0f5f6b317a44988779b7e821830bd94389",70,356,311,737
"1063","cba3242b6afd61ecbd0fcfccb80ff7cbec739e04",307,419,117,843
"1064","cc226d28e016753edeaeebeade623877b5cf0596",3,NA,NA,3
"1065","ccbeebb83e2f368d70aca48df9d3cab30efa80cf",613,410,331,1354
"1066","cce2e73813d2a86c6fd05274e7aa564b5a448f37",44,NA,NA,44
"1067","ccf59a5a3714de7f546cc6a2168044419ebc12a2",632,669,651,1952
"1068","cd008120919654d8408cbea3cf6b8908bf57dd02",49,125,227,401
"1069","cd07d797aefc9992087f10f1c6ff48b13bf4450f",NA,131,620,751
"1070","cd3171c51a380856b0f39077b530e4b9525f38bb",302,328,428,1058
"1071","cd8cf54b5294970b1449c81e79e877ac218128f1",NA,16,567,583
"1072","cdbe923458653286958dc31c6749197bd4cf6eac",579,451,411,1441
"1073","ce1fd92debc42d1cb9a81753f75e6ce9263f881f",NA,60,NA,60
"1074","ce5e4142cf38bfe644f7b5ccc309033273cfe961",4,NA,NA,4
"1075","ce70da51219e8e28994123d415620d164b0cd3ed",250,19,NA,269
"1076","ce84270fb6bb736bce0484bce9504e9b9cc5cae6",220,86,45,351
"1077","ce8deef1e0fcf6291e046d6dd52da74fa6678fed",107,162,30,299
"1078","cea64cbb740673b74e9c574d1aa21ec5460ddfc8",1,NA,NA,1
"1079","cecd3c91e652f2ec5b14dc445fc26b24794871e3",4,NA,NA,4
"1080","cedaf8a15be110a48231ef74029a00c8af142a29",NA,6,NA,6
"1081","ceeeda3bde736c0c656b03be05b4583f1daaf664",548,639,690,1877
"1082","cf37ddacfdbd60f20cff15e645d2e04264791399",1,10,NA,11
"1083","cf3b5632732bf79c9b78676d20ebb3b7973445fd",NA,NA,253,253
"1084","cf55b826be3f9ff5b2d5e520ee6614fef8df01f3",53,NA,NA,53
"1085","cf993dd84435caf547c2881dfb53916ce48e3cfd",308,343,488,1139
"1086","cfb77e4ebc7045cf47eaaadcb12ec0ad4a986e35",218,355,627,1200
"1087","cfcaf9b7abfa407d7311f7fcab9b8389bab6171d",11,NA,NA,11
"1088","d034b357967c6c333be89be3c603091d0c60265d",34,NA,NA,34
"1089","d047abeec24953f67926461c56c74dfb408f1a07",2,NA,NA,2
"1090","d07a10305d2dcb8e35c7950b820a899da0ce97c8",NA,NA,277,277
"1091","d07f81a56dd9e7362f7a243e018aaaf316eb7edd",38,NA,NA,38
"1092","d0a05fabe73d4f158af331fe497cf59cc3c760e1",39,NA,NA,39
"1093","d0b484ea75459052dfcce7c819ef970f89d7b25a",4,NA,NA,4
"1094","d0f634c0a8770d9793416c260ba7e457bd977057",NA,185,305,490
"1095","d148a369a2313fcea9af5ce92b86f274e2e37e94",NA,NA,189,189
"1096","d183cd520f6a1b6d5ebfcb95de9e1cf5eff51342",3,NA,NA,3
"1097","d18578b6741fea39f0922df69f56c19f2bd69c1c",574,630,694,1898
"1098","d1a2503903cf5cdb1bc13fda859fab4004520bb8",1,NA,NA,1
"1099","d22cb49d1088bec45e9076cd35b6827ef7ae48d9",1,NA,NA,1
"1100","d38c4d7f18ca8a6aba90b3f81b2863d8ae3c84eb",487,447,491,1425
"1101","d3c3b991ac3ca296f21e17cc2d05f4f876a8b35f",NA,1,NA,1
"1102","d3e3a0082587b69525d0a4abec172725765d21b2",184,13,254,451
"1103","d3f890c0ecc56a477977553caef6cbddac13bd13",1,NA,NA,1
"1104","d4042704e76613cb259ac13d7db3fb4d0eeabfcf",60,92,34,186
"1105","d40be3d413f7ba4d34abacb4140985bc93d4748b",660,692,711,2063
"1106","d468c4db9f6cb97ca4152440eb9c9099eaca9186",185,341,554,1080
"1107","d4b08217c626e548835081bd2fb725f5f1071351",60,116,NA,176
"1108","d4d2843be8884713e49ec5053168de0bd7205b1c",691,700,676,2067
"1109","d5203cd393443ebf750502eebb384b42db6b5fdb",54,NA,NA,54
"1110","d52a5d5334b4af8a3e9161617e175a1b1acc191f",342,NA,NA,342
"1111","d52a743074d439c04c9d3226d352e93e8250c7a0",18,4,16,38
"1112","d5492ab84725723e959fb141ec48fd46b22b2a7c",NA,3,NA,3
"1113","d54cf9971760639469b38340a9e5179e88cc9565",68,260,95,423
"1114","d5a4b3c049b9174581cb64c46d1b4bb0ab9fcadd",43,NA,NA,43
"1115","d5b486d5eadc9f8f60fec344a956bb46affdafc4",320,375,NA,695
"1116","d5c810f2c1bab89d7b7defb0a977ad98a2d7a9b2",188,140,NA,328
"1117","d5eafda840481500300cd1e959ddad92311a2ab4",143,NA,NA,143
"1118","d6138454619f2e705b11c54eeecd1be39f03da54",11,NA,NA,11
"1119","d623461d0e3648e6ea047d30ddb204a529461748",124,428,95,647
"1120","d636652206acb1f885b4b81be07fb45c1a2cd856",1,NA,NA,1
"1121","d641dcf7df9dd49f9842ed4b53b5c439f1af1725",73,27,NA,100
"1122","d6573c048cea8bc8e5e28229dc75b3e8ed4801f7",NA,NA,7,7
"1123","d73d1f703384b5c7209c35101af77b4642bf7454",211,468,471,1150
"1124","d76343ee3f53822094953cf05d53c45e7ffa2a30",2,NA,NA,2
"1125","d7a70def82451882b8187aa6a47b362b804dc46d",NA,57,NA,57
"1126","d7a9feb014d1da598c610e5af8ae5596ac3d4685",NA,10,NA,10
"1127","d7fdd4f03329d2ebae4318077825aa0ee3e95e5c",238,192,NA,430
"1128","d81b103a1486d0343984f7670a770148ffcbabb2",82,NA,NA,82
"1129","d8238e9f91ffcc5a543bd448afee37023652dbf3",4,NA,NA,4
"1130","d874a540fae4dd563dae874e4bb87e6d4e17bc9d",587,403,507,1497
"1131","d89652f10df18fe8844986b18936959527228639",166,28,27,221
"1132","d8dfe1cf13c00ee4805285030d96efa3994b94bf",3,NA,NA,3
"1133","d8ec71356bb5df1cf8fec800e6886aaaf9911510",396,563,525,1484
"1134","d8eec2327f738402960cf28b44c1221b8ddc188b",43,NA,NA,43
"1135","d94deb665ae01b16da724920198bb128769a1cdd",595,535,678,1808
"1136","d96d34ce25e13e95f8be7a2047b076a05a73bb50",149,60,NA,209
"1137","d99f033e9e448415fdf637209773beb68db918d4",5,NA,NA,5
"1138","d9ab39eaa698be235d8023114a8476aaa7f45278",2,NA,NA,2
"1139","d9bd46a8f029c46e0549a939215528ed46b1cfd8",13,NA,NA,13
"1140","d9c9f5241a964c7d7bd723e78ae75f2214b40ffb",373,293,420,1086
"1141","d9fc19bc3e10422075de45e7607d510092c6d028",NA,636,716,1352
"1142","d9fefc8b919e8b74dd1ca8427d8780965d5955c5",NA,NA,70,70
"1143","da5ce67803a8039d079ca666c6885e8ea01a2a75",127,NA,366,493
"1144","da8a78b0aba1c6f1d9092a69851a8c3ff9999bb6",221,96,NA,317
"1145","da8d7a5e7996bf225dde42e7a0e66a92359d102d",555,316,352,1223
"1146","da943b9ced0444cf846a3981e9bb4b468fb7d13e",15,NA,NA,15
"1147","da998035fcfb70672ed3511eaf3e75fbb4aba619",291,39,NA,330
"1148","daa3aaa2e8a74038f063a7271f8f5313a3ffa549",63,NA,NA,63
"1149","db1e1ade2a9bbb88fbfbbf278e96a5f1a9a44473",677,542,560,1779
"1150","db540e374d305a17c5181aeae0ef0e6ba8f7460f",3,NA,NA,3
"1151","db5a959497a3f45b886a20f13e5f0b70faee6927",327,128,NA,455
"1152","dbe56adcdc76a74b0cfc490e4ab7a6a4f51d9afd",2,NA,NA,2
"1153","dbf508e6a2984148d1b7391d29bbfbb421f3180b",NA,53,347,400
"1154","dc3388cd406e42cc389f1efb4b2031922476d704",348,551,553,1452
"1155","dc39c95a34ce2e297a12a7fc18944f561359ec00",327,62,NA,389
"1156","dc4721a955b712ffc546f09eea70c45c125058fd",NA,1,NA,1
"1157","dcbd880cb90b63d48076b51692bc81c55bfec66a",NA,NA,19,19
"1158","dcfc771f6b918ea321fc4743b486f5fbbd113d75",33,NA,NA,33
"1159","dd02e625dd8c2430fb9dd81f8038015b27cee696",86,NA,NA,86
"1160","dd1a7779b1dfec83d4aa0c198b20f71c7b7783bc",NA,206,179,385
"1161","dd560af41b5afd600e2d3bf5586656b0f358c384",NA,NA,431,431
"1162","dd6c9bdedfa4c202e82a5c8f13beec54e8a883c9",2,NA,NA,2
"1163","ddbdd3d3646ed154da0f3553575f5f7d7284e748",2,NA,NA,2
"1164","de04a3db23231866d64b7e4a0c6fe5bfda2447d7",194,399,154,747
"1165","de1ba10b2b68ad45a669d164f18db50135d61297",NA,NA,144,144
"1166","de378265dbfe8393b1d6b413e54e84645be6897d",19,6,NA,25
"1167","de427086b47b72bbe20ac7c59425505a2bb81e79",NA,65,NA,65
"1168","de566af1e7e0bb3ce8af5471e5ac7375419078d5",2,NA,NA,2
"1169","de5a4ae1b41cebebabfba8b0ed4ff7fd55ea6078",529,583,369,1481
"1170","de7b04f23644de6f296fcaa74b3c063fb64b875d",NA,125,NA,125
"1171","de96c991a0800c2769a42247ac405793cac025aa",4,NA,NA,4
"1172","deb7b468a91c97b3c1b2c019c08913d7aed65774",645,707,692,2044
"1173","deba05f1475df7572c009fcd78352607e0261e02",13,NA,NA,13
"1174","dece08720d83d8e45874f3fdf9541e5d5623b3bd",8,NA,NA,8
"1175","dede608221813d42716885d428406c47ba1efe4b",598,541,309,1448
"1176","deee4ae4eeaae0811fbe9e0faeaa9b24f5041c35",NA,69,71,140
"1177","df6327a64ab7cc216234bda7e9fff1998a39f8e2",294,350,NA,644
"1178","dfa9544873dee674e184d1a5cf6ed4d9c80b8e40",86,73,NA,159
"1179","e00e77dbba2cb730b923a4150824f5bd936b71de",2,NA,NA,2
"1180","e041f8c4d7ad45bb21ce34cedbc546d5d8ef2f89",5,NA,NA,5
"1181","e0e1f107a95934a3912271c175a205f63fde88c9",612,267,437,1316
"1182","e14f4fbc53a3d8459e4990275cfe0c8a435a371a",540,577,407,1524
"1183","e17c4e11afb8931010aed3b835fe3a5f87e71dd8",2,NA,NA,2
"1184","e247c898793d9345e988a9d169ba63aadf73af7d",348,118,NA,466
"1185","e25200fdf361a66a4d653ead79b0980782599d9f",NA,NA,33,33
"1186","e2838eb3228d23ff0a3493056be9dbf9d9715695",38,9,NA,47
"1187","e29d82777ff1d4d9517ce77a565d1f20ad9109ed",599,643,601,1843
"1188","e2b86e2b7bf12290092a79a951fc820c8dd57bc6",NA,68,73,141
"1189","e3218f4c7025fc51b38f6c3bdad3712407852229",81,110,65,256
"1190","e3302a158690e9b7d3b03a4323144ecc33d34620",12,NA,NA,12
"1191","e3697dc9d9d96d32f95b1025ca00c8e1e0c00c1e",NA,NA,69,69
"1192","e376c654aa785f6a2b9e0525651cc3f8c0a4cd8b",614,587,264,1465
"1193","e3943e72463136e12a58a619566752b39c7cbec2",176,466,349,991
"1194","e39d4e5af0c75b79891bb526e5aeffc90e762fbf",46,NA,NA,46
"1195","e3c66979697a82539c3aa30f3e7fe4bf5d05d054",1,NA,NA,1
"1196","e405266344fb53df126af9fe09419f8c49b2cb80",530,582,565,1677
"1197","e423014380b814100b4b3c96c21a61a98c149397",NA,155,80,235
"1198","e4252419cae20a16d2962beb0474177843fe85ab",3,NA,NA,3
"1199","e42a90a0e1a26abdda5a1df8b9f5e94a10ab3c85",631,677,449,1757
"1200","e47ad80cbd2dfed8080f5250de51d4e5cc5fd28d",3,NA,NA,3
"1201","e48f9c8c2739837fda3d42ea3e3e58598d40c47b",1,NA,NA,1
"1202","e4ba6c019866c79d03d1e1be7e49acc9453ccf99",104,205,194,503
"1203","e4d5ba68d53a3c6d7fe36e1a527a907c46830d75",5,NA,NA,5
"1204","e4fdc5bb19babe3d6bae82a83d970165afb40486",218,45,76,339
"1205","e526486e637178a026eaf3cdd285d74da19c468c",8,NA,NA,8
"1206","e56518de151919cd9e647af576f08aa9a9463de8",105,33,NA,138
"1207","e674165ed0ae18e9f7bb6d0412958c246fa22047",2,NA,NA,2
"1208","e6c886ab4b45aceb8372e0ff4568b6a369bf0d92",272,128,382,782
"1209","e756d6c279be556e10303dee655b3b6381df161b",NA,NA,87,87
"1210","e773cdab54ea181458893bef72997c202012e46b",44,NA,NA,44
"1211","e79630dcafa946904812082e560f9e27feb949a9",NA,NA,113,113
"1212","e7c893c63f13137d92f857c3f72382034abc5f73",1,NA,NA,1
"1213","e813bbd853ce19e8ac7a242d8c153921851a669a",NA,22,NA,22
"1214","e8e3abc187db59ca65c07ba830a93d1d18d568d7",478,NA,466,944
"1215","e8ed8db53ba8c8b47385bf47be70aa6251b12eea",373,78,NA,451
"1216","e909a78dd1088038e3906796b449039340531ff7",349,132,NA,481
"1217","e90dfca8cb782e99db11c4c24e6cbdffa7ef7fdb",NA,NA,38,38
"1218","e9108de644e22653aea3edb1679b6994719c96fb",29,NA,NA,29
"1219","e93c9bb9aca8818fe4f5ac98a6f31d6ad30e819e",191,513,445,1149
"1220","e96b511e7ba8a902c0c8e518871d0c4baf2ebbb3",230,109,6,345
"1221","e9b4ba21846da7a132afbd6ccb9796266d420a33",NA,42,NA,42
"1222","e9be24005794e6057fc482ec31d0d2bc21e98ed4",NA,420,416,836
"1223","e9ebd4464ca692a909f5b14bfd6a90f142f1561e",5,NA,NA,5
"1224","e9f5a0f42cbf07543407ebdd146657d9e4037171",378,296,404,1078
"1225","e9f6f2d92db84e2874b21d5726f561535b18f2c6",62,NA,NA,62
"1226","ea2edab5266ed9a64a71d9609af16f5b83c59180",10,NA,NA,10
"1227","ea47f96d6c862c586bc8ab2a98e0be75e072bdbf",NA,32,46,78
"1228","ea68a8dfc2af432fa9995659df2e1bc3b3c0415c",160,314,61,535
"1229","ea8349c40de2ee4edf8ddcfd235bdf2de8a8440d",544,500,91,1135
"1230","ea9202974652e55e75b22a3a1cf86742587eb368",325,45,NA,370
"1231","eaa13ab7ddce28c31510e5eb5191bcaa76de7af4",580,452,382,1414
"1232","ead848c2ee50c496b0d7d67f726abc9c5aed3207",44,NA,79,123
"1233","eafda445eb3424a25c0aa64767bb6962623dfa5c",8,80,306,394
"1234","eb2459ce78a533085155bd79769938d2e04d2447",3,NA,NA,3
"1235","eb905b0c211f7c81ee95abbdfecd19943ed497a9",NA,NA,448,448
"1236","eba4034f8b499f74e06bd5febb22a6934a8f7bac",NA,282,1,283
"1237","ebd169ab0b00c6cc9ebaafd94b5ea313effe8a56",NA,8,NA,8
"1238","ebfdfcefeaa4148ec27eca02f529b896fe155f8f",367,408,126,901
"1239","ec6bd50330437539f998dafd669340a2bfc3d626",103,NA,NA,103
"1240","eca3dc252aac948649a6705643262093beb26336",530,71,NA,601
"1241","eca62f9d7653d1e0e03e72d952aef97102bb2f6e",1,NA,NA,1
"1242","ed6a83f314944b83cde1528c83b259596c5ff0d4",37,NA,NA,37
"1243","ed725965760ec8e92fe31753b3e7d1811ae03d2d",NA,NA,4,4
"1244","ed94006242f61911d4f9bded873a4eb9cb21b450",15,NA,NA,15
"1245","edcdf6c249486f992de4eab95e4ec8edd8a3d291",2,NA,NA,2
"1246","ee48019214263261dc029bc1dcc7dec4807d4df0",492,197,NA,689
"1247","ee4f263a4d96c4e86e6866ed2fa9411a5d747b07",211,248,261,720
"1248","ee8af49a60e16f88acefd14e27f85f495f2d6aff",NA,272,4,276
"1249","ee9be787468e98006a7253dbaaf342e2abd3be99",137,54,NA,191
"1250","eea83a3778f65ca799f6e455871d8f8289a7c96c",36,NA,NA,36
"1251","ef774c48c1dbd8cc68f680b3a6b879ae2a1ca065",5,NA,NA,5
"1252","ef9ea00c3c9cfed6a3fa526bc311bdf8e847eaf8",NA,NA,56,56
"1253","efcde1b7cc55383349f8137aef89934ab8fece7b",NA,84,271,355
"1254","efec6fbd26b9cfc55d11e70152a4eb986f75da43",16,35,NA,51
"1255","f006b67e6b2b2c811baf7a5e69c36e002ce02adc",5,NA,NA,5
"1256","f008253dc7e54a36a6ca9d0c9977c7bdd6b08b6f",68,350,94,512
"1257","f00a705a6c387094796da84786cb5c5002e35535",1,NA,NA,1
"1258","f03bfd760493de48cb0720f77ce3d9d7fb6dc209",1,NA,NA,1
"1259","f05288840077bda87473978f3dfe4d8f2a8a04af",15,34,8,57
"1260","f0654b2747ff30c99c160fdaf8025f209fb22160",36,19,NA,55
"1261","f07b41156ca170c7f046cea60fc322c650989a1e",1,NA,NA,1
"1262","f07c5c8b44841cd0b4b570ee962b8fd7ba2e3bc4",436,601,454,1491
"1263","f0fa19ad3f3ec3a61323645c6d70a053f4e62e36",273,NA,26,299
"1264","f1341af31ecc2ca1e57107387245dd09fb9af9bb",281,NA,NA,281
"1265","f1423a5128293dcef8634ed1b0255d5ca6ec49b7",1,NA,NA,1
"1266","f1bb26b57f354018a128ef2d454382c4cd65960d",NA,483,152,635
"1267","f1e457b5b5865dd7bbcbe0a933632dec59c0f61c",4,NA,NA,4
"1268","f1f7a3feb07f52a299616a306a2374428a60b9d4",NA,NA,105,105
"1269","f214087247df7ffc9cda5155b2f3149067016e06",257,NA,NA,257
"1270","f22dd1f5d09b65d0f117279053b20d81ee091c47",331,409,80,820
"1271","f2309dfcf90a974cdeb152b2de025aba3c76df17",63,NA,NA,63
"1272","f2456960a50139c4374f31e3865451c637644728",3,NA,NA,3
"1273","f265598a80388ff7f658199e86049bd362b8feb7",NA,380,181,561
"1274","f2ec743cb62f5b9bcaa72bd6a5b7b0072cca96a5",NA,NA,253,253
"1275","f32823328db49137389a1d19d0fcfdf8ff3186d0",1,NA,NA,1
"1276","f37bc44d1983a18431f0e7fd58c013d0b7a638c5",150,92,50,292
"1277","f38e4748144bb5c7450174f0fc94c83f912a5372",411,660,521,1592
"1278","f3c630ebe41ac25d09598aa8d2038cccc4868f93",540,493,592,1625
"1279","f3d37c982ea714cf89bab21a61e1dfde7bbc0305",NA,300,258,558
"1280","f3f472dc8455021a6f1787c80f821255748eed7b",62,87,NA,149
"1281","f45a343c921f20987a7a87953beea851509405aa",37,NA,NA,37
"1282","f48a36ec4c2b4c0098f4178e018111f8f82d70c5",3,NA,NA,3
"1283","f48c078f81d0ec2d13652239064709870621c5bc",NA,326,330,656
"1284","f48dd56e652f36100c831b14c7761c94e2a097b0",227,176,96,499
"1285","f4d4a36c6b6648bef8169a0283096680fc1a5de7",NA,14,423,437
"1286","f4fa3601ae6114338493300f8e04ac514474d364",NA,NA,34,34
"1287","f519c59c8531db09e24f5106365de01febc08b44",NA,372,534,906
"1288","f520169b688bef43a04467c83c70597e247e2da3",617,488,256,1361
"1289","f5335def845131c014433ac734abe2b2aa562225",6,NA,NA,6
"1290","f56d7b028b79e76037ca74a83641cacb1fac02ba",59,NA,NA,59
"1291","f5a81b8b5f85ece95ef32c17c812ac878b2d0d8b",675,604,409,1688
"1292","f5c048ecfa7dfb98295a754b52f2b04e7ccde309",1,NA,NA,1
"1293","f5f6147f910c7aaca960efa50fe2442aaf7e9e4b",221,338,NA,559
"1294","f639d39ce0987e43f6c9b93bced9a3c918b9bdf9",17,112,257,386
"1295","f65d6d417a0f0e29d63de0e0b55479aa193419f7",427,384,277,1088
"1296","f68fb64d4c51f2e39a22681695c129b6bb3c2d62",339,443,272,1054
"1297","f695cd7b75d02a7f147aca5cd794c63b33107ca7",NA,42,389,431
"1298","f698e1984e7f10700da0b2b9bd281eca1398ff4d",NA,201,27,228
"1299","f6a3afb2765de0f3e86c5886113824df8b3479f2",7,NA,NA,7
"1300","f6a7de4f155d53a6d4bdcb1c22b94f37b8edf5c1",1,NA,NA,1
"1301","f6e83e96f0a2019c0a8a8df02534e83d8cbe2c28",184,375,609,1168
"1302","f72371c7a1b298e08a1e358b36e484298544e4c5",58,NA,NA,58
"1303","f737eb1bd521e5b65dc449d6425e2dd8e8e44179",40,22,NA,62
"1304","f77b45559b0dc927b3d51723e18aa54b7ebba04c",3,NA,NA,3
"1305","f79cf1f3d100e5f34d86ce2cd4c8c35ca3daee77",NA,303,614,917
"1306","f8531db48ef485c8976f712a83ed5a2a426d2b96",NA,275,65,340
"1307","f87b2fecda13f6b91d12944c321c1806e31aee73",NA,NA,209,209
"1308","f897964ed612278cfbef65aaa4a713f5e747d7ed",84,278,314,676
"1309","f8adce2d7df9a4417b85cf9a745b837a17aca532",NA,NA,92,92
"1310","f8c628afc5a0bcc09c78de315be28c8fb0d2b586",260,460,470,1190
"1311","f8f1873903bbc7192c61739437c768d39b5bbf50",45,NA,NA,45
"1312","f91d55f27ef319a0939c62926cc821d10fbc0845",7,NA,NA,7
"1313","f9256c4f770ab7f6f795e7f47c0dee1c7c51ec35",147,4,NA,151
"1314","f99941884e23067b116509a3ac9437e921077f9b",11,NA,NA,11
"1315","fa024bd05ae46a00b122ece10199c6cb2b0efbfe",96,433,561,1090
"1316","fa139d0e0d97d8276733a78b6f934b26178864fe",364,57,NA,421
"1317","fa3e8eaf33094acd8695929a324a43956446ff27",511,468,NA,979
"1318","fa4bc51e9a347bd94a1cfaeb6343c6def4e7d5a7",310,388,57,755
"1319","fa9c5a61fd58a93ae43a0c336c0968619321caf3",438,647,654,1739
"1320","fa9c99ce9acb5fd5971e8fb834d745a33b714f76",540,522,615,1677
"1321","fad331a3643e0f975f041aa16e18b72a99417688",325,42,159,526
"1322","faebeb39afd5dd26f5afd5cef11d5780b8a8d04e",NA,NA,426,426
"1323","fbf1703227cf7b214d016ed861f889fdb6f5a4a6",182,298,206,686
"1324","fc3735a824c9e87b4ecefaf8decc3a3ac3cfb662",NA,59,NA,59
"1325","fc93f83452c14d80e82c2c8a7f39f912a05308fb",4,NA,NA,4
"1326","fca4cb36603972ee68fe289df3c5cde8bd2752f2",1,NA,NA,1
"1327","fd67ccf8b23135c11534c5c4774bdc47f6f90b53",1,NA,NA,1
"1328","fddbf98f72e3a7fed3608a6508e0535ae466c430",1,NA,NA,1
"1329","fe0ed8c9737fc8fecc09ca479657e87bd5378906",NA,73,380,453
"1330","fe13b1b0ff9b8a5fbba957c84c808e78024873c2",51,NA,NA,51
"1331","fe549244512331e1229c839e863d83a3638b1bbd",NA,24,6,30
"1332","fe6eac0778f476c3f1ffe6a1fd637f077573e077",633,430,531,1594
"1333","fe80da2e964fa0782b5d30725105f59444a90261",NA,16,200,216
"1334","feeb50b3a76f4dcd1976d648e5e0de580e0d17cc",61,NA,NA,61
"1335","ff169643a2e213bcc4bb59a885e869e144b3a964",41,NA,NA,41
"1336","ff3b7d21e60c24b6e926e3ffc3fbeb78cc9e4057",2,NA,NA,2
"1337","ff6a1ab20dddd786a6d449658d8efdfe075cc3f2",NA,81,NA,81
"1338","ffbad18fedea89e09f42dac340e9ebb0bc18303d",2,NA,NA,2
"1339","ffd2fbf22dc9ac7811c1bd9ecf5d5c0392744a18",3,NA,NA,3
